M6PR	PLIN3
DRD4	P2RY12
DRD4	HTR1E
DRD4	P2RY14
DRD4	HTR1D
DRD4	HTR1A
DRD4	P2RY13
DRD4	HTR1F
DRD4	PENK
DRD4	TAS2R60
DRD4	LPAR5
DRD4	S1PR5
DRD4	RXFP3
DRD4	GALR2
DRD4	SSTR3
DRD4	NPBWR1
DRD4	NPY2R
DRD4	PTGDR2
DRD4	TAS2R42
DRD4	OPRL1
DRD4	NPY5R
DRD4	FPR2
DRD4	FPR3
DRD4	HRH3
DRD4	GNAI1
DRD4	GPR18
DRD4	GRM8
DRD4	SAA1
DRD4	PTGER3
DRD4	HCAR1
DRD4	SSTR2
DRD4	GRM7
DRD4	S1PR3
DRD4	LPAR1
DRD4	NPY1R
DRD4	GRM3
DRD4	RGS7
DRD4	RGS1
DRD4	RXFP4
DRD4	RGS10
DRD4	GNAI3
DRD4	HTR1B
DRD4	LPAR3
DRD4	GRM4
DRD4	P2RY4
DRD4	NMS
DRD4	GNB1
DRD4	OXER1
DRD4	HCAR2
DRD4	GPR55
DRD4	GRM2
DRD4	GNAT3
DRD4	LPAR2
DRD4	TAS2R40
DRD4	RGS14
DRD4	OPRM1
DRD4	RGS4
DRD4	TAS2R39
DRD4	TAS2R43
DRD4	HCAR3
DRD4	RGS6
SCT	SCTR
SCT	TAAR1
SCT	TSHR
SCT	VIPR1
SCT	VIP
TBX21	TYK2
TBX21	TCF7
MAP2K5	MAP3K8
MAP2K5	MAPK7
MAP2K5	MAP3K2
MAP2K5	MAP3K3
MAP2K5	NGF
MAP2K5	MAP3K1
MAP2K5	NTF3
MAP2K5	NTRK1
MTMR7	VAC14
MTMR7	PIKFYVE
CPB2	F2
CPB2	PLG
CPB2	UBE2A
CDK13	CDK4
CDK13	POLR2A
CDK13	SUPT5H
FAR2	GNPAT
CLDN18	CLDN19
CLDN18	CLDN22
CLDN18	CLDN20
CLDN18	CLDN9
CLDN18	CLDN23
ROPN1	SPA17
ERLEC1	SEL1L2
ERLEC1	SEL1L
ERLEC1	SERPINA1
ERLEC1	SYVN1
ACTR6	YEATS4
ACTR6	H2AFZ
ACTR6	ZNHIT1
ACTR6	RUVBL1
ACTR6	INO80
ACTR6	VPS72
ACTR6	RUVBL2
UHRF1BP1	USP7
C4orf6	FAM53C
DOPEY1	TRIP12
DOPEY1	MON2
PLOD1	PLOD3
PLOD1	SETD1A
PLOD1	SETD1B
PLOD1	SETDB1
PLOD1	SETD7
PLOD1	SUV420H1
PLOD1	WHSC1L1
PLOD1	SETDB2
PLOD1	SETD8
PLOD1	SUV39H2
PLOD1	WHSC1
PLOD1	SETMAR
PLOD1	SETD2
OXCT1	SLC27A1
OXCT1	SCAF4
OXCT1	VMA21
OXCT1	PLAUR
OXCT1	TMEM9
OXCT1	OXCT2
OXCT1	SUCLA2
OXCT1	SUCLG1
RPS5	SRP54
RPS5	SEC61B
RPS5	SSR1
RPS5	TRAM1
RPS5	UPF1
RPS5	SMG6
RPS5	SSR3
RPS5	SMG9
RPS5	UPF3B
RPS5	SSR2
RPS5	RSRC1
RPS5	SMG8
RPS5	SRP68
RPS5	TUFM
RPS5	SRPR
RPS5	RPS7
RPS5	SEC61G
RPS5	SRP72
RPS5	UBC
RPS5	RPSA
RPS5	RPSAP58
RPS5	UPF2
RPS5	SMG5
RPS5	SERBP1
RPS5	UPF3A
RPS5	RPS6
RPS5	UBA52
RPS5	SMG1
RPS5	SRPRB
RPS5	SMG7
RPS5	SPCS3
RPS5	SEC11C
PILRA	PTPN11
RRN3	TWISTNB
RRN3	TBP
RRN3	TAF1B
RRN3	UBTF
RRN3	TTF1
RRN3	TAF1C
RRN3	SUPT5H
AQP2	RAB11A
AQP2	PRKAR2A
AQP2	MYO5B
AQP2	AQP3
AQP2	PRKACA
AQP2	RAB11FIP2
AQP2	PRKAR1A
AQP2	PRKAR1B
AQP2	PRKACG
AQP2	TRPC3
AQP2	SLC12A1
AQP2	AQP4
EIF2AK1	EIF2AK2
EIF2AK1	EIF2S3
EIF2AK1	EIF2S1
EIF2AK1	EIF2S2
RBM22	SLU7
RBM22	SART1
ITGB4	LAMB1
ITGB4	YWHAQ
ITGB4	YWHAH
ITGB4	LAMA5
ITGB4	LAMC1
ITGB4	PIK3CA
ITGB4	LAMC2
ITGB4	YWHAE
ITGB4	PIK3R1
ITGB4	YWHAB
ITGB4	YWHAG
ITGB4	LAMB2
ITGB4	PMP22
ITGB4	YWHAZ
ITGB4	MET
ITGB4	PLEC
ITGB4	LAMA3
ITGB4	SFN
ITGB4	PTK2
ITGB4	LAMB3
ITGB4	MAX
ITGB4	ZBTB17
ITGB4	MYC
ITGB4	LAMA1
ITGB4	LAMA2
ITGB4	SHC1
ITGB4	PRKCA
PPP1R15A	TGFB1
PPP1R15A	SMAD7
PPP1R15A	ZFYVE9
PPP1R15A	SMAD1
PPP1R15A	RGMB
PPP1R15A	ZFYVE16
PPP1R15A	TGFBR2
PPP1R15A	TGFBR1
PPP1R15A	RGMA
TRIP6	TTLL12
TRIP6	UBA2
TFAP2C	TP53
PDRG1	PFDN4
PPP1R13B	TP53I3
PPP1R13B	TP53
RALGAPA2	RALGAPB
RPL6	RPS5
RPL6	SRP54
RPL6	SEC61B
RPL6	RPN2
RPL6	SSR1
RPL6	RPS16
RPL6	TRAM1
RPL6	RPL8
RPL6	UPF1
RPL6	SMG6
RPL6	SSR3
RPL6	SMG9
RPL6	RPS27A
RPL6	UPF3B
RPL6	SSR2
RPL6	RPN1
RPL6	SMG8
RPL6	RPS14
RPL6	SRP68
RPL6	RPS15A
RPL6	RPLP2
RPL6	SRPR
RPL6	RPS27L
RPL6	RPLP0
RPL6	RPS7
RPL6	RPL7
RPL6	SEC61G
RPL6	RPS2
RPL6	SRP72
RPL6	UBC
RPL6	RPS21
RPL6	RPL7L1
RPL6	RPSA
RPL6	RPSAP58
RPL6	RPS10
RPL6	UPF2
RPL6	SMG5
RPL6	RPL7A
RPL6	RPS4X
RPL6	UPF3A
RPL6	RPS6
RPL6	UBA52
RPL6	SMG1
RPL6	SRPRB
RPL6	SMG7
RPL6	SPCS3
RPL6	RPS20
RPL6	RPS3
RPL6	RPS25
RPL6	RPS15
RPL6	SEC11C
RPL6	RPS19
RPL6	RPS28
MAPKAPK5	TP53
ESF1	NOP58
ESF1	NOP56
ESF1	NOL10
ESF1	KIAA0020
TRMT6	WDR12
TRMT6	VPS35
TRMT6	TRMT61B
UQCRC1	UQCRFS1
GMIP	SOS2
GMIP	RHOQ
GMIP	KALRN
GMIP	RAC2
GMIP	NGEF
GMIP	RASGRF2
GMIP	RHOC
GMIP	TIAM1
GMIP	RHOJ
GMIP	RHOT2
GMIP	TIAM2
GMIP	RHOBTB1
GMIP	TRIO
GMIP	RHOG
GMIP	NET1
GMIP	RHOT1
GMIP	RHOU
GMIP	VAV3
GMIP	VAV2
GMIP	PLEKHG5
GMIP	ITSN1
GMIP	RHOH
GMIP	SOS1
GMIP	PLEKHG2
GMIP	RHOA
GMIP	RHOBTB2
GMIP	MCF2
GMIP	MCF2L
GMIP	OBSCN
GMIP	VAV1
CHRD	TLL1
CHRD	FST
CHRD	TWSG1
CHRD	GDF6
CHRD	RGMB
CHRD	FGF8
CHRD	TLL2
CHRD	GDF5
CHRD	RGMA
GOLGA3	SRR
GOLGA3	GOPC
EFNB1	EPHA8
EFNB1	WASL
EFNB1	PXN
EFNB1	NCK2
EFNB1	KALRN
EFNB1	EFNB2
EFNB1	RRAS
EFNB1	RGS3
EFNB1	PIK3CA
EFNB1	ERBB2
EFNB1	EPHA5
EFNB1	PIK3R1
EFNB1	RASA1
EFNB1	EPHA1
EFNB1	PAK1
EFNB1	EPHA4
EFNB1	TIAM1
EFNB1	NCK1
EFNB1	MAP2K1
EFNB1	MAP4K4
EFNB1	YES1
EFNB1	EPHB3
EFNB1	EPHA3
EFNB1	LCK
EFNB1	GRB2
EFNB1	FYN
EFNB1	RAC1
EFNB1	EPHB4
EFNB1	SRC
EFNB1	EPHA2
EFNB1	EPHA7
EFNB1	MAP3K7
EFNB1	NRAS
EFNB1	EPHA10
EFNB1	FGR
EFNB1	EPHB2
EFNB1	HCK
EFNB1	ITSN1
EFNB1	EPHA6
EFNB1	EPHB6
EFNB1	EPHB1
EFNB1	ROCK1
EFNB1	PTPN13
EFNB1	GRB7
EFNB1	SYNJ1
EFNB1	LYN
GLG1	SELPLG
GLG1	SELE
GLG1	SPN
DLL3	JAG1
DLL3	NOTCH1
AASDH	AASDHPPT
AASDH	SAMM50
DLD	PDK4
DLD	UQCRC1
DLD	GCDH
DLD	OGDH
DLD	PDHX
DLD	PDK1
DLD	PDHA2
DLD	IDH3A
DLD	PDHB
DLD	SLC25A21
DLD	DLST
DLD	OGDHL
DLD	SUCLA2
DLD	PDHA1
DLD	IDH3B
DLD	GLDC
DLD	SUCLG1
DLD	PDK3
DLD	IVD
DLD	SUCLG2
DLD	PDK2
APOH	CD79A
APOH	PLG
APOH	LDLR
ESR1	ESRRA
ESR1	GNA11
ESR1	KDM4B
ESR1	MAPK1
ESR1	XBP1
ESR1	MPG
ESR1	STUB1
ESR1	NFKB1
ESR1	HSPA8
ESR1	GAPDH
ESR1	MAPK14
ESR1	TBP
ESR1	NR3C1
ESR1	MSH2
ESR1	NRBP1
ESR1	GREB1
ESR1	PRDM2
ESR1	NR1D1
ESR1	TUBA4A
ESR1	GNAZ
ESR1	MYOD1
ESR1	FOXA1
ESR1	NEDD8
ESR1	INS
ESR1	NR1H2
ESR1	RARA
ESR1	NR0B2
ESR1	MACROD1
ESR1	IL6
ESR1	PAK6
ESR1	RORA
ESR1	PTGES3
ESR1	SGK3
ESR1	GNAO1
ESR1	PPARA
ESR1	GNA15
ESR1	MAPK3
ESR1	STRN
ESR1	PIK3CA
ESR1	HDAC4
ESR1	THRA
ESR1	PISD
ESR1	IGF1R
ESR1	NCOR1
ESR1	TP53
ESR1	PRDM15
ESR1	SOD1
ESR1	PIK3R1
ESR1	POU4F2
ESR1	GTF2E1
ESR1	GNAQ
ESR1	PPARG
ESR1	NR2F6
ESR1	SAFB
ESR1	NOS3
ESR1	MED1
ESR1	TUBA1A
ESR1	TUBA1C
ESR1	PELP1
ESR1	PRL
ESR1	IGF1
ESR1	HSPA4
ESR1	IRS1
ESR1	FOS
ESR1	TADA3
ESR1	F2
ESR1	PSMD1
ESR1	TERT
ESR1	NR1D2
ESR1	SP3
ESR1	PPARD
ESR1	TRIM59
ESR1	HNF4A
ESR1	PRKDC
ESR1	POLR2A
ESR1	RBBP6
ESR1	NR2C2
ESR1	NCOA1
ESR1	TRIM25
ESR1	SMARCE1
ESR1	STK11
ESR1	PGR
ESR1	NR2F1
ESR1	RORC
ESR1	NRIP1
ESR1	HEXIM1
ESR1	SP1
ESR1	RARB
ESR1	NR2C2AP
ESR1	SMAD3
ESR1	NR2C1
ESR1	TUBA8
ESR1	MTA1
ESR1	GNAL
ESR1	HSP90AA1
ESR1	SRA1
ESR1	GRB2
ESR1	FOXO3
ESR1	MYB
ESR1	KAT5
ESR1	TRIM24
ESR1	STAT5A
ESR1	SMAD4
ESR1	GNAI1
ESR1	ESR2
ESR1	NR4A2
ESR1	UBC
ESR1	NDUFV3
ESR1	LCOR
ESR1	THRB
ESR1	SMARCA4
ESR1	SRC
ESR1	NCOA6
ESR1	RXRG
ESR1	NR4A1
ESR1	UBA3
ESR1	PSEN2
ESR1	NCOA7
ESR1	HSF2
ESR1	NR2E1
ESR1	GNAI3
ESR1	LMO4
ESR1	GNAS
ESR1	JUN
ESR1	NCOA3
ESR1	VEGFA
ESR1	HDAC1
ESR1	GNA14
ESR1	RORB
ESR1	POU4F1
ESR1	MYC
ESR1	GNB1
ESR1	NR0B1
ESR1	PCNA
ESR1	FOXO1
ESR1	ESRRB
ESR1	MED24
ESR1	RARG
ESR1	GTF2F1
ESR1	HNF4G
ESR1	UBE3A
ESR1	GRIP1
ESR1	NCOR2
ESR1	RELA
ESR1	SOS1
ESR1	MTA3
ESR1	ESRRG
ESR1	NCOA2
ESR1	GNA13
ESR1	SHC1
ESR1	MDM2
ESR1	PHB2
ESR1	VDR
ESR1	GTF2A1
HAUS4	HAUS8
HAUS4	HAUS7
HAUS4	HAUS6
HAUS4	HAUS5
OSGEP	TPRKB
OR1I1	OR2B6
OR1I1	OR7A10
OR1I1	OR7C2
OR1I1	OR7C1
OR1I1	OR1J1
OR1I1	OR1L4
OR1I1	OR1K1
OR1I1	OR5F1
OR1I1	OR5M9
OR1I1	OR8A1
OR1I1	OR4K1
OR1I1	OR3A3
OR1I1	OR1Q1
OR1I1	OR4K2
OR1I1	OR2D2
OR1I1	OR4D6
OR1I1	OR51B5
OR1I1	OR51Q1
OR1I1	OR8J3
OR1I1	OR5I1
OR1I1	OR5AU1
OR1I1	OR52K1
OR1I1	OR9I1
OR1I1	OR5AR1
OR1I1	OR7G3
OR1I1	OR5A1
OR1I1	OR52A5
OR1I1	OR7G2
OR1I1	OR5A2
OR1I1	OR8I2
OR1I1	OR4K15
OR1I1	OR8U1
OR1I1	OR1L6
OR1I1	OR2B2
OR1I1	OR6Y1
OR1I1	OR2AT4
OR1I1	OR4K14
OR1I1	OR1S2
OR1I1	OR6F1
OR1I1	OR4D5
OR1I1	OR1L8
OR1I1	OR4C11
OR1I1	OR5B12
OR1I1	OR2M4
OR1I1	OR1N1
OR1I1	OR8B12
OR1I1	OR2AG1
OR1I1	OR9K2
OR1I1	OR4X2
OR1I1	OR5B3
OR1I1	OR5R1
OR1I1	OR52I2
OR1I1	OR52W1
OR1I1	OR4S2
OR1I1	OR7D4
OR1I1	OR8S1
OR1I1	OR5J2
OR1I1	OR6M1
OR1I1	OR4B1
OR1I1	OR1S1
OR1I1	OR5M3
OR1I1	OR2Y1
OR1I1	OR6S1
OR1I1	OR3A1
OR1I1	OR2AE1
OR1I1	OR4F17
OR1I1	OR7A5
OR1I1	OR4F4
OR1I1	OR52K2
OR1I1	OR4L1
OR1I1	OR4K13
OR1I1	OR4K5
OR1I1	OR2A4
OR1I1	OR4N2
OR1I1	OR4M1
OR1I1	OR4D11
OR1I1	OR5AN1
OR1I1	OR2D3
OR1I1	OR56B4
OR1I1	OR56A1
OR1I1	OR4C3
OR1I1	OR52E4
OR1I1	OR4S1
OR1I1	OR4X1
OR1I1	OR51V1
OR1I1	OR52E2
OR1I1	OR51L1
OR1I1	OR6B3
OR1I1	OR51G1
OR1I1	OR51G2
OR1I1	OR51S1
OR1I1	OR5AK2
OR1I1	OR52N2
OR1I1	OR52N1
OR1I1	OR52N5
OR1I1	OR56B1
OR1I1	OR52N4
OR1I1	OR5M8
OR1I1	OR6C2
OR1I1	OR8H3
OR1I1	OR51F2
OR1I1	OR8H2
OR1I1	OR5AS1
OR1I1	OR2T35
OR1I1	OR2M7
OR1I1	OR2T12
OR1I1	OR2T33
OR1I1	OR4C6
OR1I1	OR4P4
OR1I1	OR4C16
OR1I1	OR4C15
OR1I1	OR4A15
OR1I1	OR4A16
OR1I1	OR6T1
OR1I1	OR8D4
OR1I1	OR2B11
OR1I1	OR2T8
OR1I1	OR52D1
OR1I1	OR52H1
OR1I1	OR2G3
OR1I1	OR2G2
OR1I1	OR4F6
OR1I1	OR7A17
OR1I1	OR56A4
OR1I1	OR6C76
OR1I1	OR4D9
OR1I1	OR2T11
OR1I1	OR4C46
OR1I1	OR6C70
OR1I1	OR2T10
OR1I1	OR4M2
OR1I1	OR4Q3
OR1I1	OR8B8
OR1I1	OR52L1
OR1I1	OR6A2
OR1I1	OR2T34
OR1I1	OR56A3
OR1I1	OR2T29
OR1I1	OR5P2
OR1I1	OR5P3
OR1I1	OR4N5
OR1I1	OR2V2
OR1I1	OR4N4
OR1I1	OR4F15
OR1I1	OR51M1
OR1I1	OR52A1
OR1I1	OR6X1
OR1I1	OR4C12
OR1I1	OR5D14
OR1I1	OR6P1
OR1I1	OR9Q1
OR1I1	OR5D18
OR1I1	OR5L1
OR1I1	OR6N1
OR1I1	OR1J2
OR1I1	OR2G6
OR1I1	OR52B6
OR1I1	OR51I2
OR1I1	OR2T27
OR1I1	OR5W2
OR1I1	OR2AG2
OR1I1	OR6C74
OR1I1	OR2T2
OR1I1	OR1J4
OR1I1	OR2S2
OR1I1	OR6N2
OR1I1	OR51F1
OR1I1	OR7D2
OR1I1	OR5H1
OR1I1	OR8B3
OR1I1	OR5K4
OR1I1	OR5H2
OR1I1	OR2T6
OR1I1	OR52R1
OR1I1	OR2L8
OR1I1	OR5B17
OR1I1	OR8D2
OR1I1	OR51D1
OR1I1	OR8D1
OR1I1	OR2L13
OR1I1	OR6C6
OR1I1	OR5AC2
OR1I1	OR51A7
OR1I1	OR2T3
OR1I1	OR6K2
OR1I1	OR2M2
OR1I1	OR2L3
OR1I1	OR52M1
OR1I1	OR2W3
OR1I1	OR5B21
OR1I1	OR5D13
OR1I1	OR2T5
OR1I1	OR2T1
OR1I1	OR2M5
OR1I1	OR2L2
OR1I1	OR2AK2
OR1I1	OR2C3
OR1I1	OR6K6
OR1I1	OR6K3
OR1I1	OR5C1
OR1I1	OR8B2
OR1I1	OR5D16
OR1I1	OR5L2
OR1I1	OR4A5
OR1I1	OR6C65
OR1I1	OR6C75
OR1I1	OR6C3
OR1I1	OR6C1
OR1I1	OR51I1
OR1I1	OR51B6
OR1I1	OR51B4
OR1I1	OR52J3
OR1I1	OR51A2
OR1I1	OR51A4
OR1I1	OR51T1
OR1I1	OR5K1
OR1I1	OR5K3
OR1I1	OR5H15
OR1I1	OR5H6
OR1I1	OR2F1
OR1I1	OR6C4
OR1I1	OR51E2
OR1I1	OR51E1
OR1I1	OR6B2
OR1I1	OR6B1
OR1I1	OR52B4
OR1I1	OR2A12
OR1I1	OR3A2
OR1I1	OR4E2
OR1I1	OR2A5
OR1I1	OR2A2
OR1I1	OR2F2
OR1I1	OR7E24
OR1I1	OR2M3
OR1I1	OR5K2
OR1I1	OR5H14
OR1I1	OR1M1
OR1I1	OR4A47
OR1I1	OR2A7
OR1I1	OR52B2
OR1I1	OR5M11
OR1I1	OR5M1
OR1I1	OR5M10
OR1I1	OR4D10
OR1I1	OR4D2
OR1I1	OR52E8
OR1I1	OR7G1
ADH1A	CYP26A1
ADH1A	ALDH3A1
ADH1A	GSTT1
ADH1A	ALDH1A2
ADH1A	CYP2E1
ADH1A	ALDH3B2
ADH1A	GSTM3
ADH1A	BCMO1
ADH1A	GSTA5
ADH1A	RETSAT
ADH1A	ALDH1A1
ADH1A	UGT1A6
ADH1A	UGT2B7
ADH1A	UGT1A1
ADH1A	UGT2B4
ADH1A	GSTM1
ADH1A	UGT2B17
ADH1A	ALDH1A3
ADH1A	GSTA1
ADH1A	LRAT
ADH1A	MAOA
ADH1A	UGT1A10
ADH1A	GSTO2
ADH1A	ALDH3A2
ADH1A	ALDH9A1
ADH1A	COMT
ADH1A	MGST3
ADH1A	GSTO1
ADH1A	GSTM4
ADH1A	GSTA4
ADH1A	UGT1A4
ADH1A	UGT1A5
ADH1A	UGT1A7
ADH1A	UGT1A8
ADH1A	AOX1
ADH1A	ALDH1B1
ADH1A	MAOB
ADH1A	GSTP1
ADH1A	ALDH7A1
ADH1A	UGT2A1
ADH1A	UGT1A3
ADH1A	GSTA2
ADH1A	AWAT2
CDC6	PSMC4
CDC6	PSMD5
CDC6	PSMD8
CDC6	MCM5
CDC6	POLE2
CDC6	PSMA3
CDC6	PSMD10
CDC6	ORC6
CDC6	PSMD7
CDC6	RPA3
CDC6	KAT2A
CDC6	KITLG
CDC6	CDKN1B
CDC6	FBXO5
CDC6	MCM3
CDC6	GMNN
CDC6	ORC2
CDC6	CDC7
CDC6	RPA1
CDC6	ORC3
CDC6	CDK4
CDC6	HUS1
CDC6	PSMB7
CDC6	TOPBP1
CDC6	PSMC1
CDC6	PSMA6
CDC6	PSMD11
CDC6	MCM4
CDC6	RBL2
CDC6	PSMB1
CDC6	YY1
CDC6	E2F3
CDC6	KAT2B
CDC6	MCM6
CDC6	ORC4
CDC6	PSMD3
CDC6	PPP2R3A
CDC6	MCM2
CDC6	POLA2
CDC6	DBF4
CDC6	CDK6
CDC6	CDK2
CDC6	RB1
CDC6	PSMB6
CDC6	PSMA5
CDC6	RPS27A
CDC6	FBXW7
CDC6	PSMC2
CDC6	PSME3
CDC6	PSMD6
CDC6	RFC4
CDC6	PLK1
CDC6	MCM7
CDC6	PSMD1
CDC6	PSMD2
CDC6	PSMA8
CDC6	RAD9A
CDC6	CLSPN
CDC6	MCM9
CDC6	TYMS
CDC6	TRAF7
CDC6	POLE
CDC6	E2F7
CDC6	PSMF1
CDC6	LIN9
CDC6	RAD1
CDC6	LIN54
CDC6	UBC
CDC6	E2F1
CDC6	PSMD12
CDC6	PRIM1
CDC6	PSMB10
CDC6	RRM2
CDC6	MCM10
CDC6	E2F2
CDC6	PSMB5
CDC6	PSMD4
CDC6	PSMA7
CDC6	ORC1
CDC6	PSMB2
CDC6	RBBP4
CDC6	RBL1
CDC6	RPA2
CDC6	TFDP1
CDC6	MYC
CDC6	MCM8
CDC6	POLA1
CDC6	PCNA
CDC6	E2F4
CDC6	RFC3
CDC6	RAD17
CDC6	PSME1
CDC6	PPP2R3B
CDC6	CDK1
CDC6	PSME4
CDC6	PSMB11
CDC6	PSMD14
CDC6	UBA52
CDC6	CHEK1
CDC6	PSMD13
CDC6	E2F5
CDC6	CDK3
CDC6	PSMC6
CDC6	RFC5
CDC6	TOP2A
CDC6	PSMA1
CDC6	TFDP2
CDC6	PSMD9
CDC6	LIN52
AAAS	SNRPD3
AAAS	GCK
AAAS	NUP107
AAAS	SRSF9
AAAS	NUP155
AAAS	CPSF3
AAAS	NEK9
AAAS	SRSF6
AAAS	NUP85
AAAS	NUP37
AAAS	NUP210
AAAS	NUPL2
AAAS	SRSF1
AAAS	NUP133
AAAS	NUP153
AAAS	GCKR
AAAS	NUP54
AAAS	SNRPF
AAAS	DHX38
AAAS	GEMIN7
AAAS	UPF3B
AAAS	RANBP2
AAAS	GEMIN5
AAAS	NUP205
AAAS	KPNB1
AAAS	U2AF1
AAAS	NXF1
AAAS	NUP35
AAAS	NPM1
AAAS	CPSF2
AAAS	RNPS1
AAAS	CDC40
AAAS	NUP62
AAAS	U2AF2
AAAS	GEMIN2
AAAS	SNUPN
AAAS	NUP93
AAAS	GEMIN4
AAAS	SRSF7
AAAS	SRRM1
AAAS	NCBP2
AAAS	NUP43
AAAS	UBC
AAAS	NUP50
AAAS	NUP214
AAAS	TPR
AAAS	DDX20
AAAS	SRSF11
AAAS	RAE1
AAAS	NUP188
AAAS	NEK6
AAAS	SRSF4
AAAS	NCBP1
AAAS	NUP160
AAAS	NFX1
AAAS	RAN
AAAS	SRSF5
AAAS	SNRPB
AAAS	SLBP
AAAS	ALYREF
AAAS	NUP88
KLHL20	TNFAIP1
KLHL20	SPOP
KLHL20	KLHL8
KLHL20	SPOPL
KLHL20	KLHL3
KLHL20	KLHL22
KLHL20	KLHL25
KLHL20	KLHL7
KLHL20	RAC1
KLHL20	KLHL9
KLHL20	KLHL21
DHPS	EIF5A
PSMD5	PSMD8
PSMD5	PSMD7
PSMD5	SEC61B
PSMD5	SEC61A1
PSMD5	RPS27A
PSMD5	SKP2
PSMD5	PSME3
PSMD5	PSMD6
PSMD5	SEC61A2
PSMD5	UBE2E1
PSMD5	TNKS
PSMD5	PSMF1
PSMD5	SEC61G
PSMD5	UBC
PSMD5	PTTG1
PSMD5	SMURF1
PSMD5	RFWD2
PSMD5	RNF146
PSMD5	TNKS2
PSMD5	TPP2
PSMD5	PSME1
PSMD5	PSME4
PSMD5	UBA52
PSMD5	PSMD9
MAPK13	NOX3
MAPK13	MAPKAPK5
MAPK13	MAPK14
MAPK13	MEF2D
MAPK13	PAK1
MAPK13	PTPRR
MAPK13	PTPN7
MAPK13	SP1
MAPK13	MEF2C
MAPK13	MEF2A
MAPK13	RAC1
MAPK13	MAPKAPK3
MAPK13	PTPN5
MAPK13	MAX
MAPK13	STAT1
MAPK13	NCF2
MAPK13	NOX1
MAPK13	MYC
MAPK13	NCF4
VCL	WASL
VCL	ZYX
VCL	YES1
VCL	WDR1
SIRT1	TSC2
SIRT1	TBP
SIRT1	SIRT2
SIRT1	TRIM28
SIRT1	USP22
SIRT1	SNW1
SIRT1	SMAD7
SIRT1	TAF1B
SIRT1	STAT3
SIRT1	TP53
SIRT1	TNFRSF21
SIRT1	WRN
SIRT1	TERT
SIRT1	UCP2
SIRT1	STK11
SIRT1	UBC
SIRT1	SREBF1
SIRT1	XRCC6
SIRT1	SOD2
SIRT1	XPA
SIRT1	TFDP1
SIRT1	TLE1
SIRT1	SUV39H1
SIRT1	TP73
SIRT1	TAF1C
SIRT1	SMARCD2
SIRT1	TFAM
SIRT1	TFDP2
TGFBR3	TGFBRAP1
MZF1	TERT
PSMD8	SEC61B
PSMD8	SEC61A1
PSMD8	USP14
PSMD8	RPS27A
PSMD8	SKP2
PSMD8	PSME3
PSMD8	SEC61A2
PSMD8	UBE2E1
PSMD8	TNKS
PSMD8	PSMF1
PSMD8	SEC61G
PSMD8	UBC
PSMD8	PTTG1
PSMD8	SMURF1
PSMD8	UCHL5
PSMD8	RFWD2
PSMD8	RNF146
PSMD8	TNKS2
PSMD8	TPP2
PSMD8	PSME1
PSMD8	PSME4
PSMD8	UBA52
PSMD8	PSMD9
MARCH2	STX6
NDUFB7	UQCRC1
NDUFB7	NDUFS7
NDUFB7	NDUFS3
NDUFB7	NDUFC1
NDUFB7	NDUFB9
NDUFB7	UQCRFS1
NDUFB7	NDUFS8
NDUFB7	NDUFV1
NDUFB7	NDUFV2
NDUFB7	UQCR10
NDUFB7	NDUFV3
NDUFB7	NDUFS2
NDUFB7	NDUFS5
NDUFB7	NDUFS1
TIMM13	TIMM23
TIMM13	TIMM22
TIMM13	TIMM8A
TIMM13	TIMM8B
POLR2E	SF3A1
POLR2E	SNRPD3
POLR2E	SNAPC1
POLR2E	SUPT16H
POLR2E	POLR2I
POLR2E	TWISTNB
POLR2E	POLR3B
POLR2E	SRSF9
POLR2E	TBP
POLR2E	SNRPA
POLR2E	SRSF6
POLR2E	SUGP1
POLR2E	TAF4
POLR2E	RPA1
POLR2E	SRSF1
POLR2E	SSB
POLR2E	RNMT
POLR2E	TCEB2
POLR2E	SNRNP40
POLR2E	SLC7A6OS
POLR2E	PPARGC1A
POLR2E	PRPF6
POLR2E	SNRPF
POLR2E	TAF4B
POLR2E	TXNL4A
POLR2E	TAF1
POLR2E	UPF3B
POLR2E	SSRP1
POLR2E	TCEB1
POLR2E	U2AF1
POLR2E	POLR2J
POLR2E	POLR3K
POLR2E	POLR2H
POLR2E	SNAPC4
POLR2E	POLR3E
POLR2E	RNPS1
POLR2E	POLR2G
POLR2E	POLR3D
POLR2E	PRPF8
POLR2E	SF3B3
POLR2E	U2AF2
POLR2E	SNRNP200
POLR2E	RUVBL1
POLR2E	SF3B2
POLR2E	SRSF7
POLR2E	SRRM1
POLR2E	SF3B1
POLR2E	TH1L
POLR2E	RBM5
POLR2E	TCEA2
POLR2E	UBC
POLR2E	PTBP1
POLR2E	XAB2
POLR2E	TAF13
POLR2E	POU2F1
POLR2E	RNGTT
POLR2E	TAF5
POLR2E	RBMX
POLR2E	SRSF11
POLR2E	POLR3A
POLR2E	YBX1
POLR2E	TTI1
POLR2E	SRSF4
POLR2E	PRPF4
POLR2E	POLR3F
POLR2E	POLR2J3
POLR2E	SNAPC3
POLR2E	WHSC2
POLR2E	SRSF5
POLR2E	ZNF143
POLR2E	POLR3G
POLR2E	TCEB3
POLR2E	TAF6
POLR2E	SMG1
POLR2E	POLR2F
POLR2E	SUPT5H
POLR2E	TCEA3
POLR2E	SNRPB
POLR2E	TCEA1
POLR2E	URI1
